Name	Control_P0_1	Heat_P0_1
F55C12.19	9.646989894	21.39338758
C42C1.3	0.805585104	0.641739523
lgg-2	90.14361814	143.4372223
R151.8	0.717909858	0.951153826
oxi-1	2.64401034	2.486204367
Y18H1A.9	26.01814738	13.96778663
T03G11.10	0.100502987	0
Y69A2AL.2	27.17702531	22.42351621
wsp-1	7.859767372	8.496200386
lmd-3	9.885646684	22.38873803
C50B6.9	0.114765236	0.219416335
ssp-9	26.90410129	21.55233573
oac-34	0.249272611	0.069069144
Y77E11A.12	14.0368088	4.172541967
ubc-3	116.6839674	127.6023838
npp-20	92.15092085	75.1972317
Y39A1A.17	0.017913486	0
srd-12	0.042420892	0.108137703
linc-76	0.195901729	0.124846283
Y48C3A.12	3.303872142	4.067641287
C39E9.12	32.00956387	27.42846897
C30G7.3	40.13676621	35.28207401
W05H7.1	18.85801493	37.05559581
F59B10.5	58.73850422	107.4849748
F14F9.8	0.723621503	1.332231352
nspe-7	9.957031881	17.86146485
egl-23	0.70986444	0.741416556
Y41D4A.3	0.062107235	0.184708262
mrp-2	0.502962783	0.404276275
Y6B3B.7	1.503175103	1.259031827
degt-1	0.089168418	0.030996094
ola-1	411.0348809	383.662212
rbm-3.2	2740.193827	2969.031286
cox-6A	1164.601807	1123.651746
set-3	5.388004265	5.989939298
ads-1	281.822206	133.9668815
ZC116.5	1.790388917	3.304958546
R04B3.3	3.804929154	2.175109829
nas-11	3.243724189	3.640983932
rab-35	43.52908779	33.9518916
T10E9.1	1.48929964	2.282398722
coa-5	39.42037965	52.152473
nucb-1	8.954489083	12.19704152
hsp-1	1476.586491	4056.021117
ZK783.6	6.660679283	7.394144543
fbxb-98	0.018840887	0
Y65B4BL.4	29.55196001	24.40584772
fat-2	228.8329991	290.3460301
T25B2.1	0.549505071	1.98443427
linc-32	0.158349744	0
T10E10.4	4.00432168	1.904822712
H02F09.3	0.113798366	0.138138288
memi-3	37.41903889	30.24595879
T19H12.6	0.292166428	0.40342217
C11H1.7	1.497548244	0.212082901
lonp-2	1.232836635	0.592102823
daf-41	717.1545926	804.0062789
asp-6	916.5398203	762.2759772
srg-10	0.021275709	0.054235217
F38B7.12	0.278440489	0.354894877
frpr-14	1.08658086	0.453251458
dop-3	0.161850323	0.137527534
F19C6.8	0.131289977	0.083669837
D1005.6	0.320120624	0.081603915
Y45F10D.7	4.530000991	4.449486532
tli-1	4.84589154	19.64915245
B0563.5	3.547493243	3.142105516
mrpl-22	87.6114954	64.02249198
T23G11.10	0.273845761	0.130889447
gadr-5	0.090716398	0.183073505
dlc-2	9.802023143	7.263645155
ocam-1	0.153657899	0
ephx-1	6.870113311	3.522620463
E01A2.1	53.05255396	37.23896953
R08C7.17	0	0.117509637
K06A4.2	0.95854128	0.219286349
sra-14	1.573383281	1.21379715
ZK652.6	1.697339132	2.989119284
W10G11.4	0.128048249	0
C15C6.2	394.2971454	283.3521073
srb-7	0.039625246	0.202022299
F27C1.13	0	0.055082642
C25F9.6	10.5661387	9.110297714
vha-18	2.264074358	3.626680174
B0454.8	0.31930503	0.435047622
srab-20	0.020890047	0.026626051
dct-12	0.066915537	0
Y38A10A.7	8.408716203	12.75481489
exos-3	11.27050231	13.35572088
F56D2.8	0	0.131540639
Y102E9.6	0.243472024	0.186194848
pck-1	151.2233197	114.0977154
sac-1	15.68772761	14.40424893
T16G12.12	1.592178892	2.145323968
fbxa-94	0.382063791	0.085936084
srd-19	0	0.025921243
ash-2	2.495178733	3.342017204
npr-20	0.386948725	0.278763738
fbxa-72	8.238975473	4.504338663
clu-1	3.446221638	2.104439416
K06A9.1	0.694502163	0.316604044
rga-1	18.18334535	14.68587172
Y57G11A.4	23.16261377	16.31954182
C18H7.12	0	0.01731478
blos-7	22.83011979	27.88321348
acd-1	0.18482436	0.09700088
bmk-1	1.294241579	2.062019197
Y46G5A.7	0.049214274	0.094091346
bca-1	9.36405981	7.479856979
ssb-1	211.2002669	139.3243985
mod-5	0.226371013	0.616400999
F22E5.11	0.021744042	0
K08H2.3	1.780252902	1.874454101
mrps-35	24.481441	24.2278557
F59B2.3	25.95865014	17.3530043
21ur-14905	0	1.259031827
plx-1	1.008585967	1.366544657
scrm-2	0.623874178	0.198794499
B0281.1	0	0.044737172
rmd-2	173.5345462	208.8673574
C14C10.5	1.709555272	2.322685227
F08F1.9	0.316699487	0.13455302
ilys-4	9.810096515	10.41061942
sdz-33	0.091888445	0.02927981
B0041.1	1.950273339	0.903920286
F55A11.7	23.13599053	17.51516751
C52G5.2	183.3266125	144.8017071
sap-49	21.45482983	17.83035047
sek-5	0.076616127	0
pek-1	0.679914824	6.221579352
abu-7	21.87787472	7.428000983
C36F7.5	3.146894751	2.210127077
T10G3.8	0.09925271	0.12650559
K10C8.4	0.864325684	0.734435232
clh-1	7.296627875	5.619038176
fipr-11	32.36035361	21.62177324
H06H21.11	22.04030494	29.68342397
B0524.6	8.019021625	6.365105347
ZK1053.1	0	0.154167162
F28B12.1	0.649597591	0.331185825
ZK6.11	452.9126193	516.0293895
C38H2.3	12.18034349	21.21952871
T02H6.3	2.23236435	1.619648559
K05F1.9	6.977752555	10.78513108
K05C4.8	0.343278286	0.375030757
Y111B2A.3	12.64632294	9.769316498
D2021.6	0.804023892	0
unc-76	24.06561457	12.96816881
pqbp-1.1	23.84431567	19.88463789
C08F1.11	0.02469502	0
F18A11.8	0	0.197310958
ZK858.5	1.68648914	2.472001514
gst-41	0.360477063	0.208844142
frm-10	2.082989035	8.645003598
F46G10.2	0.852952978	2.406241748
K03D3.2	0.286121606	0.547027621
E02H9.1	0.04609737	0.058754819
ZC477.2	0.682241073	0.846069388
Y41D4B.36	0.155968545	0.198794499
jac-1	6.873979119	5.437064587
Y92H12BL.6	20.74381642	16.78709103
daf-7	5.023431326	5.674610684
him-5	3.442004937	4.796577004
rgs-7	6.898673202	10.96576107
tofu-5	18.52759672	21.35511676
K04H4.11	0.633398975	0.20182953
M60.4	101.8498591	135.1037999
nsy-7	0.817253486	0.398280056
lite-1	0.471450373	0.480721243
syp-1	3.598417134	6.493006993
R03D7.8	0.90341579	1.181001379
fbxa-128	0.844357764	0.436298158
Y39A3CR.8	0.726191442	0.56340237
R193.2	0.542822031	0.264675289
C05D11.1	27.42932352	22.96216178
Y39G10AR.32	21.39206068	33.41680307
emb-9	53.98901352	62.83944878
nhr-38	0.025546572	0
C08F11.10	6.677080857	6.727650983
ZK813.7	77.89735228	66.85655725
T21G5.2	1.822941443	3.204808287
Y105E8A.3	40.70083034	18.98323356
rom-5	15.88662423	11.8681129
col-8	154.6762085	177.549095
chk-2	1.8989797	1.533537718
glc-4	0.662477171	0.211095157
F25G6.13	0.595516261	0.253011181
Y45F3A.4	18.26764013	13.81532221
toca-1	4.948969852	3.844343471
K02A2.5	1.878968879	1.628530298
dpy-28	1.064849243	1.269104082
W02D7.4	5.935283668	6.69502332
C18B2.2	0.038737286	0
C17H11.1	0.014526482	0.018515174
lys-7	88.96467746	82.20502523
syg-2	0.338573437	0.46311521
spp-5	1923.65654	1938.739528
nra-4	33.24305873	25.5136129
flp-33	40.05702481	44.87652523
R10E11.6	2.651908349	4.481724088
comt-5	2.365522925	3.246976817
F01E11.17	0.162696599	0.034561658
clec-68	0.074671765	0.038070077
M03B6.3	2.096964335	2.850933655
C39H7.1	120.0321804	88.10370613
B0252.1	0.204877199	0.05440261
C01H6.8	2.332145041	3.806895051
acr-9	0.180942947	0.214153077
acs-9	0.222155999	0.247761283
R11.3	0.078426527	0.099960939
eif-3.C	23.22815187	20.93998206
ckb-2	5.793318099	6.050158347
Y67D2.t2	0.852485606	0
B0491.7	26.7783812	13.29995439
Y32B12C.1	0.215240637	0.411512348
F36H5.10	0.048353884	0
plp-1	202.6558159	176.3032805
rpb-3	47.32717598	57.61294049
Y23H5B.6	14.41149351	12.04694664
sru-24	0.062987297	0
cyp-33C3	0.220825724	0
C27A12.2	1.270730476	1.765562843
tmc-1	0.102159801	0.1165045
C47G2.4	5.692489157	4.959999802
bath-37	0.111226898	0.141767659
F41E6.11	105.0060276	52.87933673
srg-27	0.020397066	0.025997707
F02A9.7	0.845935776	1.031334582
Y55B1BR.1	0	0.103888677
F42A6.6	26.08081773	27.93706059
sel-11	59.71910488	37.51749996
Y43F4A.1	1.568066268	3.323018428
ncs-2	75.91585171	41.34370481
K04G2.10	0.09219474	0
T07A9.15	39.14886922	39.40029011
pas-2	519.7279752	412.0181654
lin-54	6.85072921	6.879605779
fbxa-169	0.106106478	0.112701059
ZK1248.20	1.638721528	0.305660906
R01H2.4	0.137073677	0.291185775
ZK632.14	3.874851376	5.194266571
clec-91	62.23144926	51.16348805
C08B6.3	0.82817518	0.65345188
ztf-27	18.54901187	13.44264038
rpl-31	9913.904703	10237.14885
ZK262.9	0.553168438	0.925388393
F48E8.3	30.02394482	24.19176134
mig-21	0.578690158	0.765956058
Y9C9A.1	0.020579183	0.104919319
ego-2	5.67188836	5.458512179
duo-3	0.756284974	1.859039182
rsbp-1	5.386960078	5.07272707
snrp-40.1	23.15976291	16.13987788
Y53F4B.1	0.387456341	0.53183241
nhr-153	0.01560859	0.019894408
Y67H2A.7	7.966482884	7.664771828
Y71H2AM.14	0.115371615	0.029410087
F55B12.2	0.021081114	0
hsp-60	574.2537162	380.1871984
F11G11.13	0.715304014	1.215616936
sue-1	0.501244635	0.409536375
Y116F11B.9	0.025068056	0.01597563
ferl-1	0.030765764	0.068623537
T04D3.1	1.702056732	1.549577633
C17H1.2	0.093440614	0
xbp-1	179.5078609	341.0745317
C08B6.10	25.40259316	21.25174289
F47G6.3	2.211876679	2.184256945
mtch-1	309.873427	208.5030525
K08E4.7	1.099570289	1.347587582
C18C4.17	0.409417429	3.304958546
fbxa-6	0.82412449	1.050413181
msp-49	428.651519	292.2822714
Y24D9A.6	0	0.055779891
C13G3.1	3.129237513	4.052795881
F41D9.2	54.8720446	29.7381845
R09H10.5	3.828184781	2.298392873
C44B12.9	0.139688999	3.560898096
mom-2	12.17199145	9.735819113
unc-60	894.1927378	747.8727906
Y53F4B.17	0.081109742	0.025845228
K02B12.7	20.74381642	18.95674336
tbx-36	0.479023873	0.690192146
ZC132.3	0.109063178	0.055603929
C25F6.6	0.942900746	0.801202072
Y39D8A.1	9.444689804	5.936557554
Y37E3.27	0	0.482916317
K10G6.5	0.181963302	1.391561493
ZK1010.12	3.378127865	5.449397297
F33H1.3	22.81819806	20.78451708
F32E10.5	1.043476826	1.313971398
Y61A9LA.4	0.103719082	0.044066114
clec-24	0.10757381	0.091407669
nhr-128	0.788138922	0.462091468
tmem-17	0.047360311	0.241458159
swip-10	0.589871557	0.772723325
Y71G12B.32	0.368077858	0.301593175
Y55D5A.3	0.932306356	0.990249752
dma-1	0.675433316	0.335602855
C07F11.2	0.083141549	0.017661769
C56E6.2	3.858712417	14.78772962
irld-45	0.012245464	0
F13D12.5	43.50302732	31.59811867
nep-26	0.28883795	0.379303259
F25B5.5	6.750572861	5.146407468
ZC190.7	10.23670643	8.86245867
T09A5.15	46.69217459	30.98842851
klf-3	10.36086251	5.884867613
msrp-5	66.07289674	32.24986709
let-4	3.260763563	5.864095266
srd-7	0.151731155	0.138138288
pzf-1	1.460432735	1.28312813
K10H10.5	0.063436747	0.48513153
cyn-4	3.602456668	4.776632198
F44B9.10	2.871319222	0.672194958
C05B5.11	0.057621712	0.22033057
R155.3	0.314300249	0.279664874
C15F1.13	423.6525584	458.3723275
inx-1	2.338175839	2.540806281
C10H11.12	0	0.120180311
R06A10.1	2.755345634	2.056976097
F52F10.2	6.425556756	3.220548995
math-49	0.163080318	0.291002639
vha-6	207.9970815	149.7128412
Y4C6B.3	0.184480581	0.548649245
R07B1.9	1.085171546	0.40008145
smut-1	2.256205241	2.638892044
str-89	0.038955524	0
C18G1.1	3.525092986	2.548922277
F13E9.11	6.372155327	3.223740283
kin-10	321.7198685	230.0288545
F56A11.6	30.88523778	17.64742944
C04F12.16	21.58195042	18.69471501
clec-198	0.691460547	0.423034694
irk-3	0.153983791	0.140189122
F28H7.8	2.809584219	4.374446348
deps-1	67.55334304	57.83400966
chl-1	1.747373224	2.290801591
fbxa-199	0.075984676	0.193697204
F07G11.3	0.013348659	0
F26F4.12	15.31942764	17.32254134
C28C12.11	9.414080274	6.976165796
C26C6.9	5.899617514	3.234210198
F58D5.10	0.220678898	0.281273068
piga-1	0.745845085	1.386349652
gspd-1	5.301638231	3.926349732
srd-28	0.043081654	0.109822091
C13C12.2	1.080407105	2.754132121
H41C03.1	0.418011414	0.932381252
F22F4.4	60.04788963	74.98970267
C36B1.16	0	0.218509656
T03F7.5	0.088365565	0.028157261
gst-37	0.032926693	0.041967728
sup-6	0	0.320480829
bckd-1B	71.14318873	48.2926186
F10A3.4	3.602873378	1.747182763
F17A9.5	4.237490522	4.991559809
C13B9.2	0.497128498	0.576027633
nhr-247	0	0.052149247
met-2	0.503362084	0.86443871
C49C3.8	0.452592358	0.576865492
let-502	1.172066856	1.261176685
ugt-48	3.240811294	0.719105465
pqn-2	13.86167388	5.337585632
ZC239.17	0.363926604	0.132529666
plpp-1.2	18.77840792	10.16910322
K08E4.12	0	0.187515378
F33H2.2	2.581339864	2.664462703
ptr-4	2.158565704	3.319861238
dao-4	52.58906364	33.39322029
sws-1	2.669562872	3.179453791
cnp-2	43.15732611	25.41767118
F41B5.1	0.987800782	1.144574388
C14A4.12	0.74464982	0.420322933
mans-3	1.063785457	0.677940214
idh-2	14.74904378	19.26376449
mei-2	34.05627749	39.0479088
C33B4.5	0.106378546	0.225980071
use-1	4.609736982	5.357056989
C49G7.12	0.3870115	0.197310958
trpp-8	0.668807394	0.921194894
fipr-23	0.07202714	0.45902202
sre-18	0.30686119	0.117335806
dhhc-13	0.477270748	0.54897179
Y43D4A.2	0.090981651	0.115963458
nep-4	0.552536967	0.462794804
ZK994.6	0.55926956	0.453621761
cyp-35A3	0.838133997	0.801202072
str-93	0.019532784	0
F09C8.1	16.66880893	13.49010635
T04C12.29	0	0.190213441
ntl-2	143.4997104	117.867001
nphp-1	0.010123873	0
K08D10.11	0.419066998	0.667668393
hst-2	0.425514183	0.433881737
AH9.3	2.196404091	2.626686008
ZC513.2	1.393146019	0.798240142
sesn-1	3.027869344	2.783122986
C27A2.8	0.734676831	0.550826424
mir-1822	0.864325684	0
nas-13	0.260639231	0.371288765
rpn-11	251.5546726	237.6191282
pcn-1	263.593142	229.5110101
arrd-23	0.264153468	0.11882997
R74.8	30.60942506	19.93115865
B0511.11	0.806296751	1.572677565
alh-11	7.889147184	8.828010075
clec-163	0	0.022832183
abcf-3	13.06307654	13.26309685
T19D2.13	59.88309268	51.38275173
K04F10.2	0.024304413	0
rho-1	151.2220571	105.3404713
bmy-1	4.769968481	10.03859066
sol-2	1.265831666	0.584859178
acdh-8	20.17457529	13.14514585
nhr-50	2.162279169	1.411609413
B0432.11	1.448084916	1.522703414
spe-11	2.950231668	4.553498441
F55G1.15	0.246950195	0.185993338
K10D3.8	0.117196703	0.149376657
best-9	0.190151651	0.308462798
Y32F6B.1	2.298811018	1.111786318
T10B5.4	3.542587244	2.257656692
rgs-1	1.321457935	1.175096372
C24A11.1	29.66808555	25.31088121
C36B1.11	2.150273653	3.573654362
ZK380.5	1.615090329	1.15794168
C25E10.14	0	0.100531058
gcy-27	0	0.014479556
twk-12	0.070660202	0.038598056
gfi-3	1.001366086	0.946238651
Y47D3A.14	23.91301059	12.20998574
ZK973.1	2.206000137	3.520563527
srj-14	0.265052126	0.462294134
srx-116	0.042291165	0.026951752
R09E10.2	2.571260327	2.967265964
orc-3	9.587952124	11.58802213
sip-1	805.3786725	740.6962927
syf-1	4.208539079	5.312643643
cyp-14A2	0.603099463	0.679315347
C08D8.1	0.264748408	0.119097605
srh-193	0	0.025619834
F54A3.5	571.5638977	639.7069447
T28B8.6	1.495049832	2.191395937
T27C5.12	0.066915537	0.056859502
dnj-29	31.19869989	30.97407149
C50F4.16	3.756271266	4.80721243
mltn-5	0.046783528	0.059629383
hot-7	0.982402963	0.192638749
atf-7	29.02906854	78.96699768
ttr-40	5.002055023	2.500205046
folt-1	2.223639645	0.446484855
Y6E2A.4	0.051891974	0.11574589
pod-1	59.5290207	52.07643153
lsm-8	107.2113071	96.67838331
kin-26	0.828478075	1.218417897
tsg-101	13.68312773	12.90950944
Y110A7A.21	11.006088	13.76740128
C01B10.3	9.265228177	17.53896942
nhr-201	1.061234413	1.373763744
perm-5	4.343278197	4.618875912
grdn-1	0.589153563	1.258691272
clec-143	0.155190647	0.043956223
grl-11	0.201886291	0
Y6B3B.3	0.062406187	0.023862517
otpl-1	2.062978245	1.202403709
Y92H12BR.3	93.94745282	81.93391735
C42D8.13	0	0.200300518
F26E4.17	0.730416071	0.744779391
C17E7.13	0.800638528	0.309235887
C56G2.22	5.926804691	3.777095481
mdf-2	41.80193309	36.68360914
Y54E2A.4	7.723586983	6.52805514
Y47A7.2	5.023893039	3.924638273
T28B11.1	2.389209809	3.72724779
F46F5.1	0.739701981	0.860826412
abf-2	8.522653257	5.431404742
D1054.5	1.676267993	2.514884281
elo-8	38.75818331	27.96168875
cnx-1	14.39818916	19.63045729
cdh-3	0.014396859	0.023592803
F35G12.12	12.81731746	14.49166105
W01B11.6	45.63639612	55.60342377
str-229	0	0.025845228
K02A11.6	0	0.369785572
C04A2.15	0.846686384	0.539585069
cep-1	2.394147982	2.758921916
npr-12	1.207867791	0.691670649
F48E8.8	0.642070508	2.014450923
srh-7	0.020579183	0
rgs-10	0.484787838	0.813027933
F39C12.1	0.132712757	0.086302612
C10G11.8	82.26647924	53.50168276
ZC449.8	5.64855095	3.475637156
C50A2.t2	1.152434245	0.367217616
cap-2	131.3009585	116.9134167
dpff-1	22.59254449	26.09314584
R13A1.3	0.700213212	0.836698366
C08F11.3	0.137898115	0.050217794
tps-2	13.70757377	17.85303723
vps-60	16.81073808	40.62976561
nfki-1	4.202995484	2.059298789
col-167	479.5118623	336.2156945
F56C9.8	4.780955784	5.086488581
K07A1.10	12.01664446	12.57809466
K07H8.5	3.094499363	2.176104392
W09D10.1	39.85656663	26.19090804
F26E4.3	4.029703852	3.40466664
math-27	0.241832057	1.130193078
Y57G11C.1136	0.340062564	0
F32D8.11	1.830336743	1.166455957
dhhc-1	7.521969467	10.00419884
frg-1	14.4075234	19.35704205
nhr-11	1.377110502	0.86651014
F18G5.6	6.186752265	7.09033713
acc-4	0.676245034	0.301675108
Y71H2AM.4	438.9786675	407.6745056
R07H5.12	0.095155121	0
F42G8.16	0.147119265	0.187515378
linc-66	2.315158082	3.245941429
chil-24	1.867448193	1.479592147
samt-1	55.33281285	38.3263245
vamp-8	1.494511269	2.895410369
end-1	0.062293743	0.079398403
dhfr-1	29.66001821	29.96495748
F53B2.8	26.20074831	144.7750489
F09F9.4	0.137236445	0.026910604
ctn-1	12.46602024	14.34577769
erv-46	15.08146233	5.459109129
mir-238	1.803810123	22.99101597
ddl-1	10.22633757	9.323462002
srw-19	0	0.02192344
nep-11	1.004402476	0.613645764
mxl-2	49.00642714	44.83620137
acy-2	0.070361388	0.03261137
Y43B11AL.1	0	0.020030052
F01G12.19	8.890207037	11.87087151
T22C1.6	5.165374922	7.501731302
D1081.4	0.155734357	0.516089623
linc-133	0	0.007970958
ift-81	0.032462936	0.027584422
drn-1	0.911470721	0.360540932
F37C4.4	20.80438231	18.52706688
C27D6.11	16.51249068	9.497234109
tni-3	32.87749192	35.52302825
cct-4	70.80760503	112.2097571
alkb-1	33.03644837	24.13843797
fbxc-12	0	0.056135177
F31F4.1	4.486724338	1.064518483
tbx-41	0.033620448	0
B0403.3	0.484787838	1.073196871
vps-26	2.845072044	5.370557637
col-141	8.780451394	6.127288224
D1007.5	11.94103199	10.5798673
pqn-31	1.581532103	2.367381653
lgc-19	0	0.069946213
C50C3.1	17.76818125	17.49001798
srv-15	1.123311358	0.413616954
C51F7.4	0	0.278312299
tag-151	8.990746556	9.385073122
nhr-52	0.040794133	0.025997707
unc-42	1.461279564	0.890769838
hid-1	2.151210592	1.003728151
C54F6.15	0	0.092770766
F41G3.18	11.57613725	3.366849155
F07C3.9	14.46945219	13.8726655
F21F8.5	2.265129379	1.51952117
M199.2	0.466629817	0.558711465
C28D4.4	0.957106407	1.070532712
T28F12.1	0.381119987	0.647690914
Y43F8B.13	1.106336876	0.660991709
F36H12.9	0.23593142	0.231318183
pgph-3	11.14239282	6.496604227
dmd-11	0.060127004	0
R13A1.10	0.152208297	0.055429074
F33D11.13	0	0.17986169
B0034.4	0.509832662	1.096576107
ZC196.5	0.257003035	1.403876196
mdh-1	1025.288631	970.7325907
C27D6.3	21.61540534	22.58851219
F48G7.8	4.332041983	2.336034956
rps-3	7288.412391	7892.098858
F35E2.9	2.791610905	2.27173134
C36B7.2	0.015468916	0
crtc-1	6.233083784	7.148301851
F55G11.1	0.368233428	0.28682086
F28A10.7	3.281507682	3.585039778
M01E5.3	12.01087999	7.867259698
Y69A2AR.19	2.339956332	1.141518
vgln-1	69.97898454	48.75865572
Y7A5A.7	0.018006785	0
dml-1	24.67234406	13.69400327
prp-21	18.83597558	17.89514139
W02B12.12	67.17045317	55.47003684
crb-3	29.91764942	84.55458299
dgk-5	0.395658624	0.315186782
dhs-7	1.089574196	0.614254922
T26H2.15	1.152434245	1.468870465
clec-183	0.031864541	0.08122786
twk-25	0.334385066	0.89806588
srt-39	0.166521462	0.060641441
B0379.7	3.878925021	2.622471171
cyp-34A8	6.610362832	2.873110629
D2062.13	0.390655676	0.547714411
phlp-2	0.006135409	0.039100367
ZK809.3	343.7968058	335.7378425
cnep-1	12.61519624	9.654179161
mes-4	1.353693619	1.411684184
F36D4.9	0	0.128347905
Y41D4B.14	0.85541511	0.545147801
ZK384.7	0.705571987	1.438893516
frm-3	0.317206297	0.300878161
clec-127	0	0.082882973
gpr-1	2.392506076	2.312214344
snr-5	340.2629112	373.1272578
ech-1.1	1.536578994	0.909300764
sdf-9	0.039968818	0
B0244.5	0.0571455	0.072836552
nhr-149	0.019888606	0
hen-1	0.41018846	0.224064986
F25D1.2	0.017960014	0.022891488
hpo-6	52.77336556	47.69622994
rtfo-1	3.198286571	3.832460072
F49C12.11	755.8195675	634.1452766
mut-15	8.213080302	4.20118171
pno-1	228.0824899	187.9308802
srx-68	0.157867705	0.120729079
bas-1	25.37425139	11.73588872
srx-36	0.022972111	0
osg-1	0.321473627	0.268196129
srt-14	0.020457413	0.28682086
rps-28	12587.6202	13838.49572
Y102A11A.6	0.987800782	0.951950894
C01B10.8	4.020364217	4.587705013
E01G4.5	1.863002511	15.98252837
zig-4	1.633371372	1.387909101
R04E5.8	1.344955387	1.451710763
clec-7	0.562432024	0.484938096
clec-39	0.034062096	0.021707445
qdpr-1	65.06147766	57.78796714
arx-2	53.76280366	36.78852846
ZK218.11	0.027438911	0.069946213
M03F4.13	0.987800782	1.007225462
C02F12.9	0	0.034159778
F55G11.10	0.039625246	0
Y37E11B.2	1.152434245	2.622982973
T20D4.15	0.191011201	0.389534709
ZC487.2	0.06192184	0
F22B5.10	49.8073453	65.83995848
psf-1	26.28919309	25.26166334
cpg-9	1471.823165	988.4658873
egl-1	1.292449621	0.329466272
tag-68	3.257842963	1.228766639
