gene_id	fujiabin-LncRNA-T.bam	fujiabin-LncRNA-N.bam
ENSG00000244425	0	0
ENSG00000244427	0	0
ENSG00000244429	0	0
ENSG00000244432	13	4
ENSG00000244436	0	0
ENSG00000244437	0	0
ENSG00000244441	1	0
ENSG00000244451	21	22
ENSG00000244456	0	0
ENSG00000244457	0	0
ENSG00000244459	0	0
ENSG00000244461	0	0
ENSG00000244462	2	0
ENSG00000244464	30	6
ENSG00000244468	24	5
ENSG00000244470	0	0
ENSG00000244471	0	4
ENSG00000244474	0	0
ENSG00000244476	401	125
ENSG00000244479	0	0
ENSG00000244480	10	0
ENSG00000244482	0	0
ENSG00000244485	0	0
ENSG00000244486	5	0
ENSG00000244490	29	26
ENSG00000244491	110	148
ENSG00000244493	28	13
ENSG00000244501	0	0
ENSG00000244502	0	0
ENSG00000244503	2	2
ENSG00000244509	0	1
ENSG00000244510	0	0
ENSG00000244512	0	0
ENSG00000244513	1600	854
ENSG00000244514	0	0
ENSG00000244515	6	14
ENSG00000244521	0	0
ENSG00000244527	0	0
ENSG00000244528	0	0
ENSG00000244532	0	0
ENSG00000244534	0	0
ENSG00000244535	5	0
ENSG00000244537	0	0
ENSG00000244538	0	0
ENSG00000244540	9	4
ENSG00000244541	154	1
ENSG00000244544	0	0
ENSG00000244545	0	0
ENSG00000244550	0	0
ENSG00000244551	0	0
ENSG00000244556	117	60
ENSG00000244558	3	6
ENSG00000244559	0	0
ENSG00000244560	0	0
ENSG00000244561	0	0
ENSG00000244563	0	0
ENSG00000244564	0	0
ENSG00000244565	0	0
ENSG00000244568	0	0
ENSG00000244571	0	0
ENSG00000244573	3	0
ENSG00000244575	0	0
ENSG00000244578	0	0
ENSG00000244582	0	1
ENSG00000244585	1	0
ENSG00000244586	232	15
ENSG00000244588	0	2
ENSG00000244593	0	0
ENSG00000244604	17	13
ENSG00000244607	0	2
ENSG00000244610	2	4
ENSG00000244615	0	0
ENSG00000244617	0	0
ENSG00000244618	0	0
ENSG00000244619	27	60
ENSG00000244620	0	0
ENSG00000244621	0	0
ENSG00000244623	0	0
ENSG00000244624	0	0
ENSG00000244625	0	0
ENSG00000244627	14	0
ENSG00000244630	20	14
ENSG00000244632	0	0
ENSG00000244640	0	0
ENSG00000244641	0	0
ENSG00000244642	0	1
ENSG00000244646	0	0
ENSG00000244649	0	0
ENSG00000244650	0	0
ENSG00000244652	0	0
ENSG00000244653	0	0
ENSG00000244657	0	0
ENSG00000244661	0	0
ENSG00000244662	0	0
ENSG00000244668	5	0
ENSG00000244669	0	0
ENSG00000244671	0	0
ENSG00000244674	8	0
ENSG00000244675	9	6
ENSG00000244676	158	43
ENSG00000244677	7	7
ENSG00000244681	0	0
ENSG00000244682	0	2
ENSG00000244687	0	0
ENSG00000244691	45	21
ENSG00000244692	4	2
ENSG00000244693	0	0
ENSG00000244694	0	0
ENSG00000244699	0	0
ENSG00000244701	1	7
ENSG00000244703	0	0
ENSG00000244705	0	0
ENSG00000244706	0	18
ENSG00000244708	0	0
ENSG00000244710	0	0
ENSG00000244712	5	12
ENSG00000244716	29	0
ENSG00000244717	0	0
ENSG00000244720	0	0
ENSG00000244722	0	0
ENSG00000244723	0	0
ENSG00000244730	135	108
ENSG00000244731	0	2
ENSG00000244732	0	0
ENSG00000244733	19	12
ENSG00000244734	2	0
ENSG00000244738	0	7
ENSG00000244740	0	0
ENSG00000244743	0	3
ENSG00000244748	0	0
ENSG00000244752	0	0
ENSG00000244753	0	2
ENSG00000244754	0	0
ENSG00000244756	0	0
ENSG00000244757	50	0
ENSG00000244791	0	0
ENSG00000244879	44	36
ENSG00000244921	56	66
ENSG00000244926	148	36
ENSG00000244932	209	94
ENSG00000244945	0	1
ENSG00000244952	0	0
ENSG00000244953	32	164
ENSG00000244968	66	132
ENSG00000244998	0	0
ENSG00000245008	0	0
ENSG00000245017	0	0
ENSG00000245025	282	662
ENSG00000245059	9	4
ENSG00000245060	167	70
ENSG00000245067	1208	734
ENSG00000245080	11	25
ENSG00000245105	113	157
ENSG00000245112	85	54
ENSG00000245146	93	61
ENSG00000245148	464	164
ENSG00000245149	111	47
ENSG00000245156	1630	1195
ENSG00000245164	43	1
ENSG00000245205	272	57
ENSG00000245213	93	13
ENSG00000245248	1	0
ENSG00000245261	91	14
ENSG00000245275	89	57
ENSG00000245281	4	6
ENSG00000245293	307	62
ENSG00000245311	200	16
ENSG00000245317	0	4
ENSG00000245322	193	110
ENSG00000245330	23	555
ENSG00000245384	3	2
ENSG00000245385	162	79
ENSG00000245466	0	0
ENSG00000245468	3	2
ENSG00000245479	7	1
ENSG00000245482	69	46
ENSG00000245498	2	2
ENSG00000245522	52	38
ENSG00000245526	0	0
ENSG00000245532	7	0
ENSG00000245534	524	879
ENSG00000245552	77	11
ENSG00000245556	0	0
ENSG00000245571	45	25
ENSG00000245573	6	31
ENSG00000245598	3	11
ENSG00000245614	1	0
ENSG00000245648	44	23
ENSG00000245651	2	5
ENSG00000245662	3	5
ENSG00000245667	3	11
ENSG00000245680	3	0
ENSG00000245685	0	0
ENSG00000245688	0	0
ENSG00000245694	4	0
ENSG00000245711	45	58
ENSG00000245719	0	5
ENSG00000245729	0	0
ENSG00000245748	2225	861
ENSG00000245750	0	0
ENSG00000245768	36	42
ENSG00000245812	0	0
ENSG00000245832	0	0
ENSG00000245848	0	0
ENSG00000245849	0	0
ENSG00000245857	0	0
ENSG00000245864	133	1486
ENSG00000245869	1	0
ENSG00000245870	0	0
ENSG00000245888	13	2
ENSG00000245904	155	64
ENSG00000245910	4	1
ENSG00000245928	42	12
ENSG00000245937	2	21
ENSG00000245954	0	0
ENSG00000245958	127	328
ENSG00000245970	4860	2790
ENSG00000245975	0	0
ENSG00000246016	0	0
ENSG00000246022	1	19
ENSG00000246067	2	0
ENSG00000246082	13	10
ENSG00000246084	0	0
ENSG00000246089	3	0
ENSG00000246090	0	1
ENSG00000246095	0	0
ENSG00000246100	4	0
ENSG00000246115	0	0
ENSG00000246130	2	23
ENSG00000246145	0	0
ENSG00000246174	293	87
ENSG00000246203	28	30
ENSG00000246211	1	0
ENSG00000246214	3	11
ENSG00000246223	0	0
ENSG00000246225	1	1
ENSG00000246228	11	4
ENSG00000246250	782	214
ENSG00000246263	202	96
ENSG00000246273	399	181
ENSG00000246283	311	520
ENSG00000246308	19	29
ENSG00000246316	2	9
ENSG00000246323	50	40
ENSG00000246331	0	0
ENSG00000246334	53	19
ENSG00000246339	44	0
ENSG00000246350	0	0
ENSG00000246363	0	0
ENSG00000246366	173	25
ENSG00000246375	0	0
ENSG00000246379	0	0
ENSG00000246394	1	0
ENSG00000246422	211	456
ENSG00000246430	0	0
ENSG00000246451	933	641
ENSG00000246465	0	255
ENSG00000246477	7	3
ENSG00000246523	0	0
ENSG00000246526	2	10
ENSG00000246528	0	0
ENSG00000246541	0	0
ENSG00000246548	20	34
ENSG00000246560	20	3
ENSG00000246575	870	137
ENSG00000246582	49	11
ENSG00000246596	4	9
ENSG00000246627	34	1
ENSG00000246640	6	0
ENSG00000246662	0	0
ENSG00000246695	13	24
ENSG00000246705	8	16
ENSG00000246731	46	42
ENSG00000246740	1589	0
ENSG00000246763	4	13
ENSG00000246774	1	1
ENSG00000246777	1	0
ENSG00000246790	3	11
ENSG00000246792	0	0
ENSG00000246820	1	0
ENSG00000246851	306	179
ENSG00000246859	1697	441
ENSG00000246863	0	0
ENSG00000246876	0	0
ENSG00000246877	3	7
ENSG00000246889	347	196
ENSG00000246898	0	0
ENSG00000246922	0	8
ENSG00000246982	4	4
ENSG00000246985	11	39
ENSG00000247011	0	8
ENSG00000247033	104	131
ENSG00000247049	78	52
ENSG00000247077	40	94
ENSG00000247081	22	2
ENSG00000247092	0	0
ENSG00000247095	0	0
ENSG00000247121	59	110
ENSG00000247130	0	0
ENSG00000247131	0	0
ENSG00000247134	0	0
ENSG00000247137	211	170
ENSG00000247151	0	0
ENSG00000247157	0	1
ENSG00000247193	59	0
ENSG00000247199	7	0
ENSG00000247213	0	0
ENSG00000247228	690	599
ENSG00000247240	0	0
ENSG00000247271	1	1
ENSG00000247287	56	144
ENSG00000247311	3	1
ENSG00000247315	2	0
ENSG00000247317	0	0
ENSG00000247324	3	15
ENSG00000247345	16	60
ENSG00000247363	68	51
ENSG00000247372	15	0
ENSG00000247373	1376	536
ENSG00000247381	0	0
ENSG00000247400	0	0
ENSG00000247402	33	0
ENSG00000247416	9	16
ENSG00000247473	60	26
ENSG00000247498	119	30
ENSG00000247516	0	1
ENSG00000247556	53	226
ENSG00000247570	0	0
ENSG00000247572	89	204
ENSG00000247595	186	94
ENSG00000247596	1	1
ENSG00000247624	6	0
ENSG00000247626	2	0
ENSG00000247627	100	81
ENSG00000247675	99	179
ENSG00000247679	141	198
ENSG00000247699	1	0
ENSG00000247708	1	0
ENSG00000247728	2	4
ENSG00000247732	0	0
ENSG00000247735	0	0
ENSG00000247746	0	4
ENSG00000247763	1	0
ENSG00000247765	0	0
ENSG00000247774	109	46
ENSG00000247775	5	0
ENSG00000247796	0	0
ENSG00000247809	25	28
ENSG00000247810	0	0
ENSG00000247828	0	1
ENSG00000247853	847	542
ENSG00000247867	0	0
ENSG00000247872	24	4
ENSG00000247877	0	0
ENSG00000247903	493	164
ENSG00000247911	0	0
ENSG00000247925	302	426
ENSG00000247934	33	18
ENSG00000247950	0	0
ENSG00000247970	0	0
ENSG00000247982	0	0
ENSG00000247993	25	1
ENSG00000248008	25	20
ENSG00000248015	131	260
ENSG00000248019	214	957
ENSG00000248027	3	17
ENSG00000248029	0	0
ENSG00000248049	10	0
ENSG00000248050	8	4
ENSG00000248079	0	0
ENSG00000248092	13	39
ENSG00000248098	4	1
ENSG00000248099	1	0
ENSG00000248100	236	57
ENSG00000248101	0	0
ENSG00000248103	0	0
ENSG00000248104	0	0
ENSG00000248105	0	0
ENSG00000248106	0	0
ENSG00000248107	2	0
ENSG00000248109	0	1
ENSG00000248112	4	1
ENSG00000248113	0	0
ENSG00000248114	0	0
ENSG00000248115	118	115
ENSG00000248117	0	0
ENSG00000248118	0	0
ENSG00000248120	15	4
ENSG00000248121	0	0
ENSG00000248122	0	0
ENSG00000248124	0	0
ENSG00000248125	17	23
ENSG00000248126	0	8
ENSG00000248127	0	0
ENSG00000248128	1	0
ENSG00000248131	0	0
ENSG00000248132	5	0
ENSG00000248133	0	0
ENSG00000248134	0	0
ENSG00000248136	0	0
ENSG00000248137	0	0
ENSG00000248138	90	62
ENSG00000248139	0	0
ENSG00000248143	0	0
ENSG00000248144	1	0
ENSG00000248145	0	0
ENSG00000248148	0	0
ENSG00000248150	0	0
ENSG00000248152	5	53
ENSG00000248155	18	9
ENSG00000248156	0	0
ENSG00000248159	0	0
ENSG00000248160	0	0
ENSG00000248161	0	0
ENSG00000248162	1	1
ENSG00000248165	16	56
ENSG00000248167	0	0
ENSG00000248170	0	0
ENSG00000248172	0	0
ENSG00000248174	0	0
ENSG00000248176	0	0
ENSG00000248180	27	63
ENSG00000248184	0	0
ENSG00000248185	0	0
ENSG00000248187	55	11
ENSG00000248188	0	0
ENSG00000248191	0	0
ENSG00000248192	35	24
ENSG00000248195	0	0
ENSG00000248196	51	42
ENSG00000248197	0	0
ENSG00000248199	0	0
ENSG00000248200	5	0
ENSG00000248202	0	0
ENSG00000248203	0	0
ENSG00000248205	0	0
ENSG00000248206	0	0
ENSG00000248208	3	4
ENSG00000248209	0	0
ENSG00000248210	0	2
ENSG00000248211	0	0
ENSG00000248213	19	21
ENSG00000248215	0	0
ENSG00000248216	72	63
ENSG00000248221	0	0
ENSG00000248222	447	207
ENSG00000248223	11	8
ENSG00000248227	0	0
ENSG00000248228	0	0
ENSG00000248229	0	0
ENSG00000248231	0	0
ENSG00000248234	0	0
ENSG00000248235	0	0
ENSG00000248236	0	9
ENSG00000248237	0	0
ENSG00000248238	0	0
ENSG00000248240	9	5
ENSG00000248242	0	0
ENSG00000248243	1	0
ENSG00000248245	27	0
ENSG00000248249	8	0
ENSG00000248254	589	55
ENSG00000248256	111	110
ENSG00000248257	47	17
ENSG00000248259	0	0
ENSG00000248261	0	0
ENSG00000248262	0	0
ENSG00000248265	15	1
ENSG00000248266	0	0
ENSG00000248268	3	0
ENSG00000248271	0	1
ENSG00000248275	6	0
ENSG00000248278	6	11
ENSG00000248279	36	0
ENSG00000248281	0	0
ENSG00000248282	0	0
ENSG00000248283	0	0
ENSG00000248285	0	0
ENSG00000248286	0	0
ENSG00000248287	0	4
ENSG00000248288	23	0
ENSG00000248290	0	0
ENSG00000248293	0	0
ENSG00000248294	0	0
ENSG00000248295	9	36
ENSG00000248296	0	0
ENSG00000248300	0	0
ENSG00000248302	0	0
ENSG00000248305	0	0
ENSG00000248307	0	0
ENSG00000248308	0	0
ENSG00000248309	28	900
ENSG00000248311	0	0
ENSG00000248313	0	0
ENSG00000248315	0	0
ENSG00000248317	0	0
ENSG00000248318	91	455
ENSG00000248319	0	0
ENSG00000248320	0	0
ENSG00000248322	0	0
ENSG00000248323	0	6
ENSG00000248327	0	4
ENSG00000248328	0	0
ENSG00000248329	0	0
ENSG00000248330	0	0
ENSG00000248332	0	4
ENSG00000248333	27	4
ENSG00000248334	0	0
ENSG00000248335	24	8
ENSG00000248336	0	0
ENSG00000248337	0	0
ENSG00000248338	0	0
ENSG00000248339	0	0
ENSG00000248340	31	24
ENSG00000248343	0	0
ENSG00000248346	1	0
ENSG00000248347	0	0
ENSG00000248349	0	0
ENSG00000248350	0	0
ENSG00000248351	7	0
ENSG00000248355	0	0
ENSG00000248356	30	59
ENSG00000248358	1	0
ENSG00000248359	0	0
ENSG00000248360	8	0
ENSG00000248362	0	0
ENSG00000248363	0	0
ENSG00000248364	0	0
ENSG00000248365	0	0
ENSG00000248366	0	0
ENSG00000248367	0	0
ENSG00000248369	0	4
ENSG00000248370	0	0
ENSG00000248371	0	1
ENSG00000248373	0	6
ENSG00000248374	73	4
ENSG00000248375	13	2
ENSG00000248376	0	0
ENSG00000248377	0	0
ENSG00000248378	0	1
ENSG00000248383	0	0
ENSG00000248385	0	0
ENSG00000248387	0	0
ENSG00000248388	34	13
ENSG00000248391	0	0
ENSG00000248393	32	1
ENSG00000248394	0	0
ENSG00000248396	0	0
ENSG00000248397	0	1
ENSG00000248399	0	0
ENSG00000248400	8	0
ENSG00000248401	90	83
ENSG00000248403	0	0
ENSG00000248405	0	0
ENSG00000248406	0	0
ENSG00000248408	7	0
ENSG00000248409	0	0
ENSG00000248415	99	29
ENSG00000248416	41	37
ENSG00000248417	0	0
ENSG00000248418	0	0
ENSG00000248419	0	0
ENSG00000248420	0	0
ENSG00000248422	0	0
ENSG00000248423	15	3
ENSG00000248424	0	0
ENSG00000248425	0	0
ENSG00000248426	0	0
ENSG00000248428	0	0
ENSG00000248429	701	210
ENSG00000248430	0	0
ENSG00000248431	0	0
ENSG00000248432	0	0
ENSG00000248434	0	0
ENSG00000248439	0	0
ENSG00000248440	0	0
ENSG00000248441	0	9
ENSG00000248442	1	0
ENSG00000248443	0	0
ENSG00000248444	0	0
ENSG00000248445	148	187
ENSG00000248447	0	0
ENSG00000248448	0	0
ENSG00000248449	0	4
ENSG00000248452	0	0
ENSG00000248455	0	0
ENSG00000248456	0	1
ENSG00000248457	0	0
ENSG00000248458	177	57
ENSG00000248459	10	0
ENSG00000248461	0	0
ENSG00000248462	0	0
ENSG00000248464	116	33
ENSG00000248466	0	0
ENSG00000248467	0	0
ENSG00000248468	0	0
ENSG00000248469	0	3
ENSG00000248471	0	0
ENSG00000248472	24	12
ENSG00000248473	0	0
ENSG00000248474	0	0
ENSG00000248475	5	1
ENSG00000248476	0	0
ENSG00000248477	0	0
ENSG00000248478	1	0
ENSG00000248479	0	0
ENSG00000248480	0	0
ENSG00000248482	8	0
ENSG00000248483	0	0
ENSG00000248484	0	0
ENSG00000248485	26	13
ENSG00000248486	8	0
ENSG00000248487	43	29
ENSG00000248488	0	0
ENSG00000248489	6	0
ENSG00000248490	0	0
ENSG00000248491	4	0
ENSG00000248492	73	66
ENSG00000248493	0	0
ENSG00000248494	0	90
ENSG00000248498	0	0
ENSG00000248503	0	0
ENSG00000248505	0	0
ENSG00000248506	0	0
ENSG00000248507	0	0
ENSG00000248508	3	4
ENSG00000248510	0	0
ENSG00000248511	0	0
ENSG00000248514	6	2
ENSG00000248515	0	0
ENSG00000248516	0	0
ENSG00000248517	0	0
ENSG00000248518	0	0
ENSG00000248521	0	0
ENSG00000248522	0	12
ENSG00000248525	0	0
ENSG00000248527	248	368
ENSG00000248528	0	0
ENSG00000248529	0	0
ENSG00000248530	0	0
ENSG00000248531	0	0
ENSG00000248532	0	0
ENSG00000248533	0	0
ENSG00000248537	0	1
ENSG00000248538	0	0
ENSG00000248539	0	14
ENSG00000248540	1	6
ENSG00000248542	0	0
ENSG00000248543	0	0
ENSG00000248544	10	15
ENSG00000248545	0	0
ENSG00000248546	0	0
ENSG00000248547	0	0
ENSG00000248548	0	0
ENSG00000248550	0	2
ENSG00000248551	0	0
ENSG00000248552	0	0
ENSG00000248553	0	0
ENSG00000248554	1	0
ENSG00000248555	0	0
ENSG00000248557	27	35
ENSG00000248559	13	21
ENSG00000248560	0	0
ENSG00000248564	11	28
ENSG00000248565	0	0
ENSG00000248567	0	0
ENSG00000248568	0	0
ENSG00000248569	0	0
ENSG00000248571	405	15
ENSG00000248572	1	6
ENSG00000248573	0	0
ENSG00000248574	0	0
ENSG00000248576	13	7
ENSG00000248577	0	0
ENSG00000248578	0	1
ENSG00000248583	0	0
ENSG00000248585	13	29
ENSG00000248586	0	1
ENSG00000248587	38	1549
ENSG00000248588	0	0
ENSG00000248590	0	0
ENSG00000248591	0	0
ENSG00000248592	0	12
ENSG00000248593	0	0
ENSG00000248596	0	0
ENSG00000248597	3	0
ENSG00000248599	2	0
ENSG00000248600	0	4
ENSG00000248601	0	0
ENSG00000248605	0	0
ENSG00000248607	28	4
ENSG00000248608	0	0
ENSG00000248610	0	1
ENSG00000248611	0	0
ENSG00000248613	0	0
ENSG00000248616	0	0
ENSG00000248618	0	0
ENSG00000248621	0	0
ENSG00000248624	0	0
ENSG00000248625	0	0
ENSG00000248626	1	0
ENSG00000248627	0	0
ENSG00000248629	15	22
ENSG00000248632	0	0
ENSG00000248633	0	0
ENSG00000248634	0	0
ENSG00000248635	0	0
ENSG00000248636	34	88
ENSG00000248637	2	11
ENSG00000248639	0	0
ENSG00000248640	0	0
ENSG00000248641	96	107
ENSG00000248642	0	0
ENSG00000248643	0	0
ENSG00000248645	0	0
ENSG00000248646	0	0
ENSG00000248647	25	35
ENSG00000248648	9	8
ENSG00000248651	0	0
ENSG00000248652	0	0
ENSG00000248654	0	0
ENSG00000248656	0	0
ENSG00000248659	0	0
ENSG00000248660	0	0
ENSG00000248663	0	0
ENSG00000248664	462	109
ENSG00000248667	0	0
ENSG00000248668	111	21
ENSG00000248669	0	0
ENSG00000248671	52	4
ENSG00000248672	0	0
ENSG00000248673	0	0
ENSG00000248674	0	0
ENSG00000248676	0	0
ENSG00000248677	0	0
ENSG00000248682	0	0
ENSG00000248684	0	0
ENSG00000248685	0	0
ENSG00000248686	0	0
ENSG00000248687	0	0
ENSG00000248690	16	0
ENSG00000248692	0	5
ENSG00000248693	0	0
ENSG00000248694	114	45
ENSG00000248696	22	7
ENSG00000248697	0	0
ENSG00000248698	0	0
ENSG00000248699	0	0
ENSG00000248701	0	0
ENSG00000248702	0	0
ENSG00000248703	0	0
ENSG00000248704	0	7
ENSG00000248705	0	0
ENSG00000248708	0	0
ENSG00000248709	0	0
ENSG00000248710	2	1
ENSG00000248711	1	0
ENSG00000248712	0	18
ENSG00000248713	1	91
ENSG00000248714	81	13
ENSG00000248715	0	0
ENSG00000248716	0	0
ENSG00000248717	0	0
ENSG00000248719	1	0
ENSG00000248720	0	0
ENSG00000248722	0	0
ENSG00000248724	54	49
ENSG00000248725	0	0
ENSG00000248727	0	0
ENSG00000248729	0	0
ENSG00000248730	9	16
ENSG00000248733	0	0
ENSG00000248734	260	175
ENSG00000248735	0	0
ENSG00000248736	0	0
ENSG00000248738	4	221
ENSG00000248739	0	0
ENSG00000248740	0	0
ENSG00000248744	0	0
ENSG00000248745	0	0
ENSG00000248746	0	6
ENSG00000248747	0	13
ENSG00000248748	0	0
ENSG00000248749	0	0
ENSG00000248750	0	0
ENSG00000248751	0	0
ENSG00000248752	0	0
ENSG00000248753	0	0
ENSG00000248755	0	0
ENSG00000248757	0	7
ENSG00000248758	37	25
ENSG00000248761	0	0
ENSG00000248762	0	0
ENSG00000248763	0	0
ENSG00000248764	0	0
ENSG00000248765	0	0
ENSG00000248766	0	0
ENSG00000248767	0	0
ENSG00000248769	0	0
ENSG00000248770	0	0
ENSG00000248771	0	0
ENSG00000248772	0	0
ENSG00000248773	0	0
ENSG00000248774	117	6
ENSG00000248775	0	0
ENSG00000248777	9	4
ENSG00000248778	0	0
ENSG00000248779	5	10
ENSG00000248780	0	0
ENSG00000248781	0	0
ENSG00000248783	0	0
ENSG00000248785	9	8
ENSG00000248787	0	0
ENSG00000248789	0	0
ENSG00000248790	0	0
ENSG00000248791	0	0
ENSG00000248792	0	0
ENSG00000248794	0	22
ENSG00000248795	0	15
ENSG00000248796	0	0
ENSG00000248799	0	1
ENSG00000248801	0	0
ENSG00000248802	6	0
ENSG00000248803	0	0
ENSG00000248807	0	0
ENSG00000248809	0	0
ENSG00000248810	0	0
ENSG00000248813	0	9
ENSG00000248816	12	4
ENSG00000248817	0	0
ENSG00000248820	0	0
ENSG00000248821	20	51
ENSG00000248822	0	0
ENSG00000248824	0	0
ENSG00000248826	0	0
ENSG00000248827	0	0
ENSG00000248830	2	0
ENSG00000248831	2	2
ENSG00000248834	0	0
ENSG00000248837	0	0
ENSG00000248838	0	0
ENSG00000248839	53	11
ENSG00000248840	0	0
ENSG00000248842	0	0
ENSG00000248843	15	8
ENSG00000248844	4	1
ENSG00000248846	1	3
ENSG00000248847	0	0
ENSG00000248848	0	0
ENSG00000248850	0	0
ENSG00000248851	0	0
ENSG00000248853	0	0
ENSG00000248854	0	0
ENSG00000248858	0	0
ENSG00000248859	0	0
ENSG00000248863	36	38
ENSG00000248864	0	0
ENSG00000248866	0	1
ENSG00000248867	0	0
ENSG00000248869	0	0
ENSG00000248870	25	4
ENSG00000248871	0	0
ENSG00000248872	0	6
ENSG00000248873	42	283
ENSG00000248874	0	0
ENSG00000248876	0	0
ENSG00000248877	0	0
ENSG00000248878	1	0
ENSG00000248880	0	0
ENSG00000248881	190	136
ENSG00000248883	0	0
ENSG00000248884	0	0
ENSG00000248885	144	67
ENSG00000248886	0	0
ENSG00000248890	0	5
ENSG00000248891	0	0
ENSG00000248893	0	0
ENSG00000248895	0	0
ENSG00000248896	64	66
ENSG00000248898	24	32
ENSG00000248901	0	0
ENSG00000248903	0	0
ENSG00000248905	10	20
ENSG00000248907	0	0
ENSG00000248908	0	0
ENSG00000248909	0	0
ENSG00000248911	0	0
ENSG00000248912	0	0
ENSG00000248913	0	0
ENSG00000248915	0	4
ENSG00000248916	36	8
ENSG00000248918	0	0
ENSG00000248919	94	76
ENSG00000248920	0	0
ENSG00000248921	0	0
ENSG00000248923	111	117
ENSG00000248924	91	40
ENSG00000248925	16	26
ENSG00000248926	13	4
ENSG00000248927	0	0
ENSG00000248928	0	8
ENSG00000248929	0	0
ENSG00000248930	40	12
ENSG00000248931	4	0
ENSG00000248932	7	9
ENSG00000248933	1	2
ENSG00000248935	12	2
ENSG00000248936	4	0
ENSG00000248939	0	0
ENSG00000248942	0	2
ENSG00000248943	0	0
ENSG00000248944	0	0
ENSG00000248946	0	0
ENSG00000248949	8	0
ENSG00000248950	0	0
ENSG00000248951	0	0
ENSG00000248954	0	0
ENSG00000248955	0	0
ENSG00000248956	0	0
ENSG00000248958	1	1
ENSG00000248962	0	0
ENSG00000248964	7	7
ENSG00000248965	43	49
ENSG00000248966	0	0
ENSG00000248967	10	2
ENSG00000248968	11	5
ENSG00000248969	0	1
ENSG00000248971	0	0
ENSG00000248973	0	0
ENSG00000248975	0	0
ENSG00000248977	7	1
ENSG00000248978	0	5
ENSG00000248979	19	7
ENSG00000248980	163	18
ENSG00000248984	0	1
ENSG00000248986	0	1
ENSG00000248987	0	0
ENSG00000248988	1	0
ENSG00000248990	0	0
ENSG00000248991	0	0
ENSG00000248993	0	0
ENSG00000248994	1	0
ENSG00000248995	10	0
ENSG00000248996	47	78
ENSG00000248998	0	0
ENSG00000249000	0	0
ENSG00000249001	0	0
ENSG00000249002	0	4
ENSG00000249003	0	0
ENSG00000249004	0	0
ENSG00000249005	0	0
ENSG00000249006	0	0
ENSG00000249007	0	0
ENSG00000249008	0	0
ENSG00000249012	241	52
ENSG00000249013	0	0
ENSG00000249014	1	0
ENSG00000249016	0	0
ENSG00000249017	25	0
ENSG00000249018	0	0
ENSG00000249019	384	172
ENSG00000249020	0	0
ENSG00000249021	6	0
ENSG00000249022	0	0
ENSG00000249023	0	0
ENSG00000249025	0	0
ENSG00000249026	0	0
ENSG00000249028	97	30
ENSG00000249031	8	0
ENSG00000249035	2658	401
ENSG00000249036	1	1
ENSG00000249038	0	0
ENSG00000249041	0	0
ENSG00000249042	84	24
ENSG00000249045	0	0
ENSG00000249047	8	2
ENSG00000249048	1	0
ENSG00000249049	2	18
ENSG00000249050	0	0
ENSG00000249051	0	0
ENSG00000249052	0	0
ENSG00000249053	0	0
ENSG00000249054	0	0
ENSG00000249055	0	0
ENSG00000249056	0	0
ENSG00000249057	0	0
ENSG00000249061	0	0
ENSG00000249064	0	0
ENSG00000249065	3	0
ENSG00000249066	0	0
ENSG00000249068	40	24
ENSG00000249069	2	0
ENSG00000249071	4	0
ENSG00000249072	0	0
ENSG00000249073	0	0
ENSG00000249074	0	0
ENSG00000249077	24	3
ENSG00000249079	0	0
ENSG00000249081	0	0
ENSG00000249082	1	0
ENSG00000249084	14	0
ENSG00000249085	0	0
ENSG00000249086	0	0
ENSG00000249087	0	0
ENSG00000249089	13	26
ENSG00000249091	0	0
ENSG00000249092	3	0
ENSG00000249094	0	0
ENSG00000249096	0	0
ENSG00000249098	51	27
ENSG00000249099	0	0
ENSG00000249100	0	0
ENSG00000249101	0	0
ENSG00000249102	36	0
ENSG00000249104	0	0
ENSG00000249105	0	0
ENSG00000249106	9	4
ENSG00000249109	1	0
ENSG00000249111	0	0
ENSG00000249112	83	156
ENSG00000249114	0	0
ENSG00000249115	0	0
ENSG00000249116	13	0
ENSG00000249119	0	2
ENSG00000249122	0	0
ENSG00000249125	0	0
ENSG00000249127	0	0
ENSG00000249128	0	1
ENSG00000249129	0	0
ENSG00000249131	2	2
ENSG00000249135	0	0
ENSG00000249138	0	0
ENSG00000249139	0	0
ENSG00000249140	0	0
ENSG00000249141	0	0
ENSG00000249142	0	0
ENSG00000249145	0	0
ENSG00000249148	0	0
ENSG00000249149	0	0
ENSG00000249150	0	1
ENSG00000249152	0	0
ENSG00000249153	0	0
ENSG00000249156	0	0
ENSG00000249157	0	0
ENSG00000249158	0	0
ENSG00000249159	0	0
ENSG00000249160	0	0
ENSG00000249162	0	0
ENSG00000249163	0	0
ENSG00000249166	0	0
ENSG00000249167	13	49
ENSG00000249169	2	0
ENSG00000249170	0	6
ENSG00000249171	0	0
ENSG00000249173	0	0
ENSG00000249174	0	0
ENSG00000249175	105	100
ENSG00000249176	0	0
ENSG00000249177	0	4
ENSG00000249180	840	321
ENSG00000249183	0	0
ENSG00000249184	0	0
ENSG00000249186	0	0
ENSG00000249188	1	7
ENSG00000249189	0	0
ENSG00000249191	0	0
ENSG00000249192	19	18
ENSG00000249193	5	6
ENSG00000249196	0	0
ENSG00000249197	0	0
ENSG00000249198	1	0
ENSG00000249199	0	0
