Name	Control_P0_1	Control_P0_2	Control_P0_3	Heat_P0_1	Heat_P0_2	Heat_P0_3	log2Fold_change	qvalue
C07H6.2	43.79250133	61.80270613	85.19298235	54.67462285	50.90400501	70.40538219	-0.009572171	1
21ur-10554	0	0	0	0	0	0	NA	NA
nep-7	0.100419582	0.042828585	0.01915593	0.146277557	0.081238438	0.049401294	0.889083478	0.790170444
21ur-1124	0	0	0	0	0	0	NA	NA
21ur-13970	0	0	0	0	0	0	NA	NA
C42C1.19	4.254639095	4.682807893	4.673304525	4.498242255	4.374620759	4.501214295	0.087784515	1
T14B4.18	0	0	0	0	0	0	NA	NA
F16F9.t1	0	0	0	0	0	0	NA	NA
H03A11.11	0	0	0	0	0	0	NA	NA
21ur-173	0	0	0	0	0	0	NA	NA
21ur-12953	0	0	0	0	0	0	NA	NA
21ur-4212	0	0	0	0	0	0	NA	NA
21ur-3183	0	0	0	0	0	0	NA	NA
21ur-10576	0	0	0	0	0	0	NA	NA
K08H2.10	0.170205673	0.317590433	0.426145761	0.216940869	0.265062275	0.488439459	0.189846107	1
srj-55	0	0	0	0	0	0	NA	NA
zip-8	0	0.168288409	0.075270311	0.14369385	0.319214078	0.452934688	2.043193191	0.390470892
C09G12.19	0.100211674	0.099726464	0	0	0	0	#NAME?	1
21ur-3139	0	0	0	0	0	0	NA	NA
21ur-3744	0	0	0	0	0	0	NA	NA
F09F9.5	0.06286005	0.031277846	0.062953351	0.040060104	0	0	-1.84950789	0.949617782
srh-288	0	0	0	0	0	0	NA	NA
21ur-11697	0	0	0	0	0	0	NA	NA
21ur-8314	0	0	0	0	0	0	NA	NA
21ur-565	0	0	0	0	0	0	NA	NA
21ur-14095	0	0	0	0	0	0	NA	NA
anr-32	0.282503336	0.2811355	0.242505126	0.514390435	1.020822609	0.648560176	1.552304174	0.020569627
21ur-3950	0	0	0	0	0	0	NA	NA
21ur-12413	0	0	0	0	0	0	NA	NA
T20D3.13	0	0	0	0	0	0	NA	NA
Y105E8A.45	0	0	0	0	0	0	NA	NA
nhr-77	0	0	0	0	0	0	NA	NA
C01G10.5	0.727853208	1.629740379	3.583923228	0.579817289	2.370024525	1.462104959	-0.328279867	1
hlh-27	0	0	0	0.06552582	0	0.029506101	Inf	0.790582612
T10B10.4	7.179625195	10.57343758	11.98380282	4.299133067	5.048105562	3.484598579	-1.096994979	0.014312463
21ur-10756	0	0	0	0	0	0	NA	NA
21ur-6931	0	0	0	0	0	0	NA	NA
21ur-13039	0	0	0	0	0	0	NA	NA
T01D1.5	0	0	0	0.026572531	0.047224434	0	Inf	0.791801425
mec-12	27.22913375	24.47300703	17.57575669	16.06312446	16.27052795	14.13198312	-0.459498365	0.611669989
21ur-11903	0	0	0	0	0	0	NA	NA
21ur-11769	0	0	0	0	0	0	NA	NA
C18E3.3	0.216564825	0.238607279	0.227214183	0.581633271	0.437996946	0.648111083	1.40101051	0.01400933
C02B8.7	0	0	0	0	0	0	NA	NA
F59H5.5	0	0	0	0	0	0	NA	NA
rnf-1	18.62599223	19.27435829	18.1279283	14.44261117	13.57166787	16.24828383	-0.227971438	0.926953077
21ur-8505	0	0	0	0	0	0	NA	NA
21ur-2714	0	0	0	0	0	0	NA	NA
21ur-9383	0	0	0	0	0	0	NA	NA
srd-29	0	0	0	0	0	0	NA	NA
scl-25	0	0	0.02167408	0	0	0	#NAME?	1
linc-171	0	0	0	0.023253886	0.020663286	0	Inf	0.966516206
tim-1	0.8017674	1.458554782	1.254727547	1.360386679	1.0295322	1.934458344	0.412630188	0.733398401
D1046.6	0	0	0	0	0	0	NA	NA
21ur-9930	0	0	0	0	0	0	NA	NA
C32E8.13	0	0	0	0	0	0	NA	NA
srx-45	0.0955056	0.266120897	0.216800675	0.243459193	0.281237597	0.131554827	0.309455734	1
C28A5.10	0	0	0	0	0	0	NA	NA
rps-15	12172.16214	9398.305328	10008.71306	12501.90442	11142.61878	10386.06258	0.219421326	0.93505713
21ur-10038	0	0	0	0	0	0	NA	NA
smy-5	0.269400213	0	0	0	0	0	#NAME?	1
F07G6.9	0	0	0	0	0	0	NA	NA
21ur-4373	0	0	0	0	0	0	NA	NA
glo-2	2.259227531	2.52080855	3.245317963	0.785336684	1.085538568	1.414540017	-1.183617848	0.128709745
C41A3.6	0	0	0	0	0	0	NA	NA
21ur-74	0	0	0	0	0	0	NA	NA
tsp-20	0.938410743	1.892309662	1.962046106	0.660991709	0.615323137	0.510244792	-1.305372678	0.044596476
C04C11.17	0	0	0	0	0	0	NA	NA
F28E10.10	0	0	0	0	0	0	NA	NA
fos-1	15.4195702	18.83708254	11.96848125	32.60892432	36.4942559	31.84777909	1.247039701	0.00226999
T01C8.3	1.860556493	2.929314701	4.171607597	0.672494912	0.912089061	0.860653866	-1.765400342	0.023460148
T27A3.9	0	0	0.182233384	0	0.309133634	0	0.847693846	1
21ur-9346	0	0	0	0	0	0	NA	NA
21ur-10862	0	0	0	0	0	0	NA	NA
K12H6.8	0	0.052129743	0.104922252	0	0.059328677	0.180389573	0.696154576	1
C06A12.17	0	0	0	0	0	0	NA	NA
C40H5.t1	0	0	0	0	0	0	NA	NA
21ur-14236	0	0	0	0	0	0	NA	NA
Y65B4BL.9	0	0	0	0	0	0	NA	NA
B0454.17	0	0	0	0	0	0	NA	NA
21ur-9784	0	0	0	0	0	0	NA	NA
npl-4.1	3.372340665	4.032417908	6.16125676	3.148769578	4.544868267	4.096105009	-0.096103463	1
21ur-5885	0	0	0	0	0	0	NA	NA
Y59H11AR.9	13.48348067	23.73988485	24.23704014	31.72760204	44.6388967	44.0511337	1.083795393	0.183280953
F09E5.9	0	0.083916171	0	0	0	0	#NAME?	1
21ur-13012	0	0	0	0	0	0	NA	NA
21ur-677	0	0	0	0	0	0	NA	NA
trpp-3	56.15267521	58.03587075	59.33065084	57.72176683	58.17600572	60.4879937	0.135656385	1
bbs-5	0.916853764	0.703319513	0.956473565	0.292151032	0.562475193	0.416590284	-0.913026959	0.281563124
Y51A2B.15	0	0	0	0	0	0	NA	NA
21ur-13968	0	0	0	0	0	0	NA	NA
srz-16	0	0	0	0	0	0	NA	NA
ZC449.t1	0	0	0	0	0	0	NA	NA
C32C4.1	0.821408193	1.154783566	0.713814238	0.33236541	0.369172787	0.478922411	-1.07061459	0.125910324
mir-248	0	0	0	0	0	0	NA	NA
cyp-35A1	0.0279378	0.041703794	0.055958534	0.142435924	0.126567845	0.064138515	1.524485378	0.478609819
F26A3.5	6.164828976	9.078112069	10.70712616	7.857572125	10.8743032	5.737692439	0.0314835	1
Y61A9LA.13	0	0	0	0	0	0	NA	NA
Y67D11A.2	0	0	0	0	0	0	NA	NA
Y51H4A.7	3.235746823	3.332885192	4.01112608	4.203027261	4.283335971	3.276584373	0.265730423	0.926344811
F02E9.7	2.420111916	3.375028488	4.143929311	2.916757066	2.834215663	4.724488814	0.182092971	1
Y23H5B.12	0.278951077	0.126182018	0.152380972	0.452512662	0.287214623	0.145546599	0.78116655	0.743169712
otpl-4	0	0	0	0.015766051	0	0	Inf	1
F17H10.4	0	0	0	0	0	0	NA	NA
K02F6.7	3.194466856	2.548565201	2.798744818	2.783122986	2.854715531	3.620450375	0.223462407	0.937193105
Y71H2AM.29	44.22308116	37.27906746	29.06922867	36.99616599	38.46845349	23.37531696	-0.043468975	1
21ur-11468	0	0	0	0	0	0	NA	NA
21ur-15495	0	0	0	0	0	0	NA	NA
col-80	1282.920244	3433.011094	4470.358368	1342.21503	1355.66699	5189.043342	-0.121854178	1
21ur-1580	0	0	0	0	0	0	NA	NA
R90.8	0	0	0	0	0	0	NA	NA
C25E10.13	4.003192642	1.991904907	2.85498969	1.623488408	1.648712713	2.506465644	-0.515183666	0.787578137
mir-4805	0	0	0	0	0	0	NA	NA
T03D8.7	0.406741498	0.080954424	0.380188865	0.103684974	0.368535783	0.093378132	-0.520430335	1
ulp-1	1.495853046	2.247703063	1.878378878	2.095981351	2.07565372	4.139139541	0.674069501	0.519170357
21ur-7539	0	0	0	0	0	0	NA	NA
gpi-1	75.24336921	78.87727278	86.08069559	55.69502991	67.48555446	66.29300971	-0.231641263	0.90210512
21ur-8683	0	0	0	0	0	0	NA	NA
K08H2.7	5.318927287	5.485652929	6.618172798	2.958284572	3.395425832	3.829809394	-0.666622508	0.351958791
B0303.7	11.47163236	10.214395	8.062217093	21.49253707	24.17797775	18.49799437	1.225237971	0.003142238
Y7A5A.2	0.524556277	0.5694725	0.318384764	0.060780847	0.108019109	0.10947781	-2.227501369	0.194502237
21ur-5132	0	0	0	0	0	0	NA	NA
F59A1.17	0	0	0	0	0	0	NA	NA
Y37E11AR.7	1.785796868	1.791367524	1.363989272	0.72836552	1.051735641	0.524769667	-0.98040144	0.114334362
srh-27	0.077042958	0.038334964	0	0	0	0.022109028	-2.296188454	0.930493502
osta-2	17.3411746	19.36506618	13.13809064	34.45168908	39.06406465	40.76804347	1.31381155	0.001023503
lnp-1	7.315452167	11.40870753	13.97016972	8.634403775	11.62222991	9.662606687	-0.015940263	1
21ur-7220	0	0	0	0	0	0	NA	NA
inx-13	98.43460382	86.72714559	67.02411691	71.87571331	77.23856001	55.18986269	-0.186546243	0.985979636
F53H8.3	14.29018464	11.25124469	7.572809533	2.458425304	2.706636704	2.8963603	-1.924891186	0.00049076
21ur-10595	0	0	0	0	0	0	NA	NA
fic-1	1.901856122	3.339171184	3.43749208	2.839623845	2.154015627	4.568924113	0.249203782	0.984843983
try-5	0.063243343	0.062937128	0.182974171	0.214956653	0.214885575	0.169390209	1.055259667	0.704184601
hot-4	0.709190305	0.952771298	0.781267228	0.497156157	0.160643803	0.325626306	-1.193684723	0.242707763
T10G3.1	0.476869343	0.819695265	0.73807377	1.436638197	0.908342506	0.696676971	0.703228893	0.580311846
ZK721.6	0	0	0	0	0.202535829	0	Inf	1
21ur-12490	0	0	0	0	0	0	NA	NA
npax-3	0.268528368	0.167017622	0.156874046	0	0	0	#NAME?	0.061222628
21ur-9547	0	0	0	0	0	0	NA	NA
memb-1	7.690075246	5.466315081	6.040383835	6.506958881	6.953099174	5.377969509	0.083924646	1
F56F11.2	1.788853157	1.31802663	1.113950672	4.033912918	3.759844228	3.692152751	1.557032165	0.000324582
21ur-9580	0	0	0	0	0	0	NA	NA
srh-166	0	0.020540675	0	0	0	0	#NAME?	1
21ur-10171	0	0	0	0	0	0	NA	NA
21ur-4019	0	0	0	0	0	0	NA	NA
21ur-9079	0	0	0	0	0	0	NA	NA
ugt-50	20.74381642	21.54176545	18.54056591	13.40743826	14.40322913	8.988418188	-0.606502804	0.332838222
nspc-1	10.57527896	14.63925835	11.04358131	10.10928496	10.9792952	12.29478736	-0.002448229	1
ndk-1	8679.40137	7354.091752	7965.307636	8209.173655	6190.252469	6460.472163	-0.090119139	1
mrpl-17	148.1498547	150.5378651	182.9112304	146.0283222	137.2299685	157.9694617	-0.017183109	1
ZK994.9	0	0	0	0	0	0	NA	NA
21ur-15102	0	0	0	0	0	0	NA	NA
ZK836.9	0	0	0	0	0	0	NA	NA
F46A8.8	0	0.029034287	0.038958473	0	0	0.033490047	-0.936649372	1
21ur-7847	0	0	0	0	0	0	NA	NA
cki-2	42.74121599	40.75210762	39.05825173	31.87977279	25.99569221	32.06833455	-0.334255804	0.766410202
unc-64	4.71235099	5.844244036	6.134358495	10.08087812	10.00379024	11.9328938	1.051261017	0.031108816
21ur-7813	0	0	0	0	0	0	NA	NA
C50F2.1	0	0.011946399	0	0	0	0	#NAME?	1
lgc-24	0.141838061	0.158795216	0.059186911	0.022598007	0.020080475	0.020351644	-2.388663137	0.322137464
srab-6	0	0	0	0	0	0	NA	NA
21ur-14083	0	0	0	0	0	0	NA	NA
pax-1	0	0.026671031	0	0	0.060708414	0	1.366857839	1
F28B4.6	0	0	0	0	0	0	NA	NA
F10G2.1	33.75149008	34.71221504	41.04641592	41.14291628	47.22092772	45.02952388	0.394725672	0.698308394
mdt-27	2.414624133	4.431382758	4.993442671	3.417372102	3.08993437	5.633390471	0.144626469	1
nst-1	6.03321052	9.883125376	12.46559233	14.27204121	15.00195369	21.57420429	0.948864951	0.067669247
Y57G7A.5	28.10998796	22.49706923	14.26428718	23.16618562	26.30706193	15.80948942	0.128495951	0.998500623
F21H7.12	0.036585214	0.036408074	0.073279033	0	0.041435902	0.125986368	0.277352348	1
ZK1067.10	0	0	0	0	0	0	NA	NA
str-174	0	0	0.015667124	0	0	0	#NAME?	1
R07E4.9	0	0	0	0	0	0	NA	NA
21ur-7694	0	0	0	0	0	0	NA	NA
21ur-7609	0	0	0	0	0	0	NA	NA
21ur-12341	0	0	0	0	0	0	NA	NA
gpx-4	0.326674274	0.704367233	1.599444718	0.346977275	0.739973422	0.312485874	-0.804289417	0.817670902
F29B9.13	0	0.170606431	0.228921276	0.218509656	0	0.590365875	1.116708726	1
C17G10.1	5.017042225	5.979855896	5.758726495	4.360804623	4.249462756	6.71604256	-0.019203815	1
W03G11.19	0	0	0	0	0	0	NA	NA
21ur-10220	0	0	0	0	0	0	NA	NA
21ur-1449	0	0	0	0	0	0	NA	NA
mir-8198	0	0	0	0	0	0	NA	NA
F26D10.22	0	0	0	0	0	0	NA	NA
K01A6.20	0	0	0	0	0	0	NA	NA
21ur-13930	0	0	0	0	0	0	NA	NA
ZK484.9	0	0	0	0	0	0	NA	NA
C08D8.7	1.009998552	1.082424321	1.14117685	0.495124876	0.263979283	0.445906809	-1.312355615	0.350945882
F26F4.8	0.775896324	1.339889229	1.965474259	1.541586824	1.990154042	1.781272614	0.489552677	0.744760625
sek-1	6.032326436	6.125631492	5.794697175	5.439615252	5.809633076	5.77032521	0.035929744	1
F57G12.14	0	0	0	0	0	0	NA	NA
F20B10.10	0	0	0	0	0	0	NA	NA
Y71H2AM.1	14.50430556	15.00411211	12.31998321	10.53414795	11.70073852	10.98988783	-0.217156834	0.966516206
21ur-9748	0	0	0	0	0	0	NA	NA
srh-122	0	0	0	0	0	0	NA	NA
abu-12	4.757921403	3.61393631	2.201999923	4.536780627	5.011134089	2.089447251	0.260331949	0.966516206
21ur-856	0	0	0	0	0	0	NA	NA
21ur-11110	0	0	0	0	0	0	NA	NA
21ur-12931	0	0	0	0	0	0	NA	NA
21ur-4789	0	0	0.659511296	0	0	0	#NAME?	1
C47F8.1	0.147119265	0.097604625	0.44201289	0.125010252	0.05554174	0.647355489	0.34223922	1
C46A5.4	0.067437635	0.062637038	0.027015092	0.085954709	0.142573986	0.04128552	0.907713364	0.607828896
copa-1	42.95130845	37.58668605	30.4289847	27.3259941	33.31990895	29.13503739	-0.191678462	0.988744573
K08F9.3	0.528504877	0.341864861	0.405788479	0.336811062	0.329217475	0.333663261	-0.244482621	1
C30A5.4	0.255420783	0.018156005	0.073085685	0.395316062	0.371939148	0.376961852	1.816108878	0.031254737
usp-3	4.216528927	3.858925494	2.940869791	3.630855849	3.439555832	3.918153191	0.110376014	1
F39F10.2	0.208131937	0.43726219	0.416881722	0.20632963	0.235727319	0.371638719	-0.272861329	1
F57B7.14	0	0	0	0	0	0	NA	NA
pifk-1	1.637942526	1.42368125	1.121268081	1.175977254	1.244567992	1.178076431	-0.102708223	1
C33F10.24	0	0	0	0	0	0	NA	NA
T24D8.12	0	0	0	0	0	0	NA	NA
F27C1.1	47.09614617	40.06344496	33.34195998	30.12816531	33.03684428	28.36793061	-0.282377	0.876533704
ZC412.t1	0	0	0	0	0	0	NA	NA
C04B4.6	0	0	0	0	0	0	NA	NA
B0001.10	2.235023991	2.84975927	1.911916586	1.246314334	1.423888252	1.683636014	-0.56777257	0.739650043
21ur-972	0	0	0	0	0	0	NA	NA
F25B4.5	15.65754544	17.19797606	15.0249845	17.73800536	18.76888987	17.90601195	0.29945531	0.807355919
21ur-8477	0	0	0	0	0	0	NA	NA
T15B7.1	34.62864081	36.32422836	32.76162147	20.93435762	18.74913445	17.55533913	-0.741986724	0.165414664
21ur-5298	0	0	0	0	0	0	NA	NA
C15H7.8	0	0	0	0	0	0	NA	NA
mltn-8	0.121005596	0.077412668	0.080790134	0.110165285	0.117470781	0.109135692	0.379679526	0.966516206
C53B4.2	0.296563214	0.295127302	0.166738748	0.397888162	0.318205275	0.394169541	0.668029835	0.608990669
21ur-11575	0	0	0	0	0	0	NA	NA
21ur-5080	0	0	0	0	0	0	NA	NA
srw-98	0.023151581	0	0	0.029508558	0	0	0.463438737	1
21ur-8098	0	0	0	0	0	0	NA	NA
21ur-162	0	0.983018006	0.659511296	0	0	0	#NAME?	1
21ur-15354	0	0	0	0	0	0	NA	NA
21ur-4455	0	0	0	0	0	0	NA	NA
21ur-6716	0	0	0	0	0	0	NA	NA
21ur-14612	0	0	0	0	0	0	NA	NA
B0524.9	0	0	0	0	0	0	NA	NA
dpt-1	25.62303596	22.34709572	21.05083855	17.90526831	18.32350281	19.81555886	-0.189156661	0.973060449
M01G4.1	0	0	0	0	0	0	NA	NA
D1007.9	0	0	0	0	0	0	NA	NA
21ur-9177	0	0	0	0	0	0	NA	NA
his-62	9.814278736	7.824506226	12.06267435	13.43305731	11.68392175	13.6979695	0.49135156	0.623189639
gst-34	0.031573541	0.125682667	0.210802697	0	0	0.072485308	-2.265777766	0.56289588
T08B6.4	13.45722268	14.4264114	9.627612688	4.406611394	5.229184546	2.775487669	-1.473260776	0.000352642
C29F9.15	0.158349744	0	0	1.614636236	1.793447035	0.908832963	4.866774765	0.003099695
F08G12.5	0.446103579	0.665915424	0.372304764	1.374104628	1.894690013	1.536220879	1.817607623	0.003045519
ZK563.t1	0	0	0	0	0	0	NA	NA
21ur-945	0	0	0	0	0	0	NA	NA
Y17G7B.21	30.00372667	35.4518833	31.91109044	25.87273591	30.45538761	40.8461068	0.107908318	1
21ur-10353	0	0	0	0	0	0	NA	NA
21ur-13760	0	0	0	0	0	0	NA	NA
linc-21	10.58950069	9.311174051	8.91032045	10.16910322	10.18627749	9.907550388	0.183355614	0.98374317
21ur-5728	0	0	0	0	0	0	NA	NA
K08E5.1	0.222013857	0.288181174	0.496244656	0.147638911	0.153056392	0.376727968	-0.47516985	0.872489493
21ur-3313	0	0	0	0	0	0	NA	NA
E02H4.8	0	0.032767267	0	0	0.037292311	0	0.366857839	1
Y16B4A.3	0	0	0	0	0	0	NA	NA
21ur-5433	0	0	0	0	0	0	NA	NA
21ur-13202	0	0	0	0	0	0	NA	NA
C18A11.12	0	0	0	0	0	0	NA	NA
21ur-12522	0	0	0	0	0	0	NA	NA
21ur-10815	0	0	0	0	0	0	NA	NA
21ur-4430	0	0	0	0	0	0	NA	NA
D2024.4	0.86193143	0.953064549	0.473167384	1.586868369	1.648712713	0.967407793	1.002968348	0.097690214
21ur-3840	0	0	0	0	0	0	NA	NA
K09E10.5	0	0	0	0	0	0	NA	NA
F55F3.t1	0	0	0	0	0	0	NA	NA
bra-1	2.893612073	2.468229994	2.885361921	2.442795447	3.873130816	3.925433966	0.418966406	0.71625996
F20G4.2	0.37108795	0.480078561	0.206465969	0.204958669	0.210144509	0.48275993	-0.121392489	1
21ur-9849	0	0	0	0	0	0	NA	NA
21ur-4079	0	0	0	0	0	0	NA	NA
21ur-7045	0	0	0	0	0	0	NA	NA
C01A2.10	1.11127588	0.737263505	0	0.472136935	1.678154011	1.27561198	1.009602983	0.875713929
21ur-4425	0	0	0	0	0	0	NA	NA
T05A6.16	0	0	0	0	0	0	NA	NA
T24D1.7	1.728651368	2.006995096	2.69300446	2.203305697	1.631538622	4.29928482	0.440403749	0.98857102
C15F1.5	1.235462649	1.546766085	1.835988219	1.62549354	1.624956045	1.418163559	0.128560118	1
F54D5.23	0.132973182	0.661646735	0	0.508455161	0.150603565	0.457911993	0.647083609	1
mir-41	0	0	0	0	0	0	NA	NA
21ur-11989	0	0	0	0	0	0	NA	NA
W07G1.14	0	0	0	0	0	0	NA	NA
C06H2.9	0	0	0	0	0	0	NA	NA
F54E2.1	29.29887676	33.52793557	34.00016272	33.49923968	29.12795891	25.99818701	-0.012361862	1
C49F8.6	0	0	0	0	0	0	NA	NA
21ur-10055	0	0	0	0	0	0	NA	NA
C30D11.2	0	0	0	0	0	0	NA	NA
21ur-9367	0	0	0	0	0	0	NA	NA
21ur-14548	0	0	0	0	0	0	NA	NA
C17H11.5	0.981703246	0.976949994	0.797927247	2.012896563	2.900513106	2.155766748	1.474136539	0.012455594
C32A9.4	0	0	0	0	0	0	NA	NA
21ur-3722	0	0	0	0	0	0	NA	NA
srh-236	0	0	0	0	0	0	NA	NA
sox-2	4.200194234	6.056528294	4.864577123	2.840625527	4.077498176	2.328665395	-0.588696222	0.438950829
M01H9.7	0	0	0	0	0	0	NA	NA
21ur-8302	0	0	0	0	0	0	NA	NA
21ur-14174	0	0	0	0	0	0	NA	NA
21ur-3331	0	0	0	0	0	0	NA	NA
21ur-692	0	0	0	0	0	0	NA	NA
T04F3.9	0	0	0	0	0.092133946	0	Inf	1
21ur-12704	0	0	0	0	0	0	NA	NA
mir-4923.2	0	0	0	0	0	0	NA	NA
R11B5.11	0	0	0	0	0	0	NA	NA
H31G24.1	0.565740448	0.375334148	0.209844503	0.400601036	0.498360888	0	-0.227428131	1
21ur-12046	0	0	0	0	0	0	NA	NA
21ur-10701	0	0	0	0	0	0	NA	NA
lect-2	4.362786786	3.645358439	3.750970497	3.908244629	4.40515428	4.322907265	0.214141905	0.950443499
K12C11.5	4.287055393	4.862662404	4.524247492	5.992991496	8.040222329	3.756913505	0.498826539	0.64228707
kmo-2	0.568101389	0.82379678	0.487666804	0.80684434	0.919176688	0.670744327	0.474777744	0.697528921
Y53F4B.27	6.144841332	3.843392857	2.34816402	6.85096973	8.658115129	3.625795791	0.752563075	0.532608841
21ur-12244	0	0	0	0	0	0	NA	NA
C34E11.17	0	0	0	0	0	0	NA	NA
21ur-9632	0	0	0	0	0	0	NA	NA
ZK1320.3	219.4808264	313.5686336	385.9813528	228.6377701	240.3748194	234.164654	-0.274649713	0.790216692
T09B9.4	7.502804426	9.079444193	9.643326798	5.131328202	4.781734366	8.507295018	-0.402490029	0.654015321
F35D2.7	0	0	0	0	0	0	NA	NA
pals-25	0.587515498	0.53969616	0.709082407	0.288013817	0.38389144	0.440952289	-0.617305279	0.679352924
srw-79	0	0	0.013190226	0	0	0	#NAME?	1
Y25C1A.7	52.50448131	53.72328681	44.62693104	51.10052112	48.83240001	47.76848286	0.084995225	1
F56A12.5	0	0	0	0	0	0	NA	NA
nhr-8	2.95987868	3.068278557	2.651376567	3.018083428	2.87740557	2.137648613	0.00606813	1
F53G12.8	6.13768351	6.687835985	4.590643236	6.832723285	7.083444085	6.465648736	0.345159077	0.75634367
ncap-1	107.2738793	91.17118844	71.35168308	86.83222973	80.92997826	86.4649092	0.028130397	1
F58B6.7	0	0	0	0	0	0	NA	NA
21ur-6417	0	0	0	0	0	0	NA	NA
21ur-1395	0	0	0	0	0	0	NA	NA
21ur-5304	0	0	0	0	0	0	NA	NA
M79.5	0	0	0	0	0	0	NA	NA
T12B5.17	0	0	0	0	0	0	NA	NA
tag-314	0.426827498	0.288837389	0.273575056	0.456981922	0.560765867	0.509544868	0.736485063	0.488434186
sulp-1	0.056988507	0.066164673	0.14585346	0.169485054	0.150603565	0.098123998	0.743594452	0.794884032
arrd-6	0.847922423	0.813680598	0.394262592	0.501774728	0.394427439	0.225947815	-0.74714815	0.531706803
dmsr-3	0.825350786	0.894363862	1.114346673	0.490922224	0.498549733	0.421068499	-0.894932174	0.239203243
T27F7.11	0	0	0	0	0	0	NA	NA
F32G8.9	0	0	0.109053049	0	0	0	#NAME?	1
pan-1	11.18121522	9.240772961	5.175877154	22.2864145	21.97451361	13.91036965	1.305507847	0.006433792
21ur-13826	0	0	0	0	0	0	NA	NA
21ur-1856	0	0	0	0	0	0	NA	NA
21ur-2834	0	0	0	0	0	0	NA	NA
21ur-9702	0	0	0	0	0	0	NA	NA
F38E11.25	0	0	0	0	0	0	NA	NA
21ur-14517	0	0	0	0	0	0	NA	NA
F22F7.2	1.651005089	1.691813495	1.506117996	0.70839143	0.814612191	0.825612797	-0.932827323	0.151546911
nab-1	3.495542259	1.987781368	1.270535425	2.408297704	2.292858441	1.998486433	0.102060904	1
21ur-13576	0	0	0	0	0	0	NA	NA
gst-28	23.97063231	22.77325048	32.14018384	20.60615423	16.37132469	16.78138427	-0.443988992	0.520796125
Y39A1A.30	0.151414718	0	0	0	0	0	#NAME?	1
M01D1.11	0	0	0	0	0	0	NA	NA
fbxc-34	0	0.022709987	0	0	0.051692313	0.104780742	2.938055356	0.600381868
B0416.8	0	0	0	0	0	0	NA	NA
T27A8.5	0	0	0.00812778	0	0	0	#NAME?	1
C28F5.4	0.024205153	0.032117274	0.005386907	0.030851422	0.045690697	0.027784625	0.891076856	0.865565577
21ur-10687	0	0	0	0	0	0	NA	NA
F53H1.3	26.57298964	26.88439942	24.33098215	21.34132146	21.74120071	25.61112424	-0.067382732	1
Y32F6B.9	0.691460547	2.064337813	0.923315815	0.881322279	0.783138539	0.793714121	-0.44941621	1
21ur-3261	0	0	0	0	0	0	NA	NA
21ur-3197	0	0	0	0	0	0	NA	NA
21ur-7998	0	0	0	0	0	0	NA	NA
21ur-11175	0	0	0	0	0	0	NA	NA
ZK1053.6	4.411518292	3.096506719	1.966662685	4.388984949	4.119308713	2.571633751	0.34471359	0.807536356
21ur-4646	0	0	0	0	0	0	NA	NA
cyp-14A1	0.140540762	0.125874257	0.159515944	0.179130544	0.17509195	0.129059207	0.294218635	1
T15D6.8	0	0	0	0	0	0	NA	NA
21ur-11316	0	0	0	0	0	0	NA	NA
21ur-13474	0	0	0	0	0	0	NA	NA
K10H10.12	1.422152899	2.147301744	2.35740208	1.187597397	0.610959144	0.956960287	-0.990705421	0.205829745
K09F6.10	0.018006785	0.053758797	0.036067024	0.114755505	0.081576931	0.14468747	1.782801915	0.431861423
C12C8.6	0	0	0	0	0	0	NA	NA
F02C9.1	3.279091255	2.2700622	1.380214362	1.998875272	2.422077954	0.981914376	-0.238185673	1
C55B6.5	0.33566046	0.133614098	0.089642312	0.256695809	0.304131471	0.077059623	0.308092326	1
F44A2.13	0.069146055	0.06881126	0	0.088132228	0.313255415	0.079371412	1.937154731	0.756230899
acox-1.5	4.724980406	6.161735593	6.715024107	2.563846629	2.254489732	1.900103501	-1.273958047	0.002381565
Y39B6A.t4	0	0	0	0	0	0	NA	NA
21ur-8570	0	0	0	0	0	0	NA	NA
21ur-11014	0	0	0	0	0	0	NA	NA
T16G1.3	0	0.017643913	0	0	0.040160951	0	1.366857839	1
21ur-879	0	0	0	0	0	0	NA	NA
Y49G5B.5	0	0	0	0	0	0	NA	NA
21ur-13707	0	0	0	0	0	0	NA	NA
F41G4.7	0.343050194	0.437404911	0.35071686	0.696859476	0.546375725	0.664504845	0.870872298	0.245960926
21ur-6281	0	0	0	0	0	0	NA	NA
21ur-9132	0	0	0	0	0	0	NA	NA
21ur-13136	0	0	0	0	0	0	NA	NA
21ur-3249	0	0	0	0	0	0	NA	NA
T09A5.5	44.94493557	69.31475746	123.5216401	47.07550709	45.41248477	50.7202682	-0.626267381	0.65345412
21ur-3966	0	0	0	0	0	0	NA	NA
Y110A2AL.9	6.326128411	4.733824299	9.167674756	9.125748419	12.16364113	8.38747546	0.657574553	0.397835803
21ur-13266	0	0	0	0	0	0	NA	NA
21ur-11291	0	0	0	0	0	0	NA	NA
21ur-9408	0	0	0	0	0	0	NA	NA
C01G12.9	0.834057469	1.311965666	0.844277107	1.063073566	0.761807917	0.802979266	-0.062909738	1
21ur-10782	0	0	0	0	0	0	NA	NA
str-181	0	0	0	0	0	0	NA	NA
21ur-14676	0	0	0	0	0	0	NA	NA
T21E12.5	0.813482997	1.030329033	0.567814538	1.649533677	1.046976656	0.594224475	0.577871319	0.78115525
21ur-9479	0	0	0	0	0	0	NA	NA
